2026-08-16T14:11:38Z [warning] [ai.aura.local:wake] [audio] Wake frame 47 was no longer retained; dropping metadata-only input
2026-08-16T14:11:38Z [warning] [ai.aura.local:wake] [audio] Wake frame 48 was no longer retained; dropping metadata-only input
2026-08-16T14:11:38Z [warning] [ai.aura.local:wake] [audio] Wake frame 49 was no longer retained; dropping metadata-only input
2026-08-16T14:11:38Z [warning] [ai.aura.local:wake] [audio] Wake frame 50 was no longer retained; dropping metadata-only input
2026-08-16T14:11:38Z [warning] [ai.aura.local:wake] [audio] Wake frame 51 was no longer retained; dropping metadata-only input
2026-08-16T14:11:38Z [warning] [ai.aura.local:wake] [audio] Wake frame 52 was no longer retained; dropping metadata-only input
2026-08-16T14:11:39Z [warning] [ai.aura.local:wake] [audio] Wake frame 53 was no longer retained; dropping metadata-only input
2026-08-16T14:11:39Z [warning] [ai.aura.local:wake] [audio] Wake frame 54 was no longer retained; dropping metadata-only input
2026-08-16T14:11:39Z [warning] [ai.aura.local:wake] [audio] Wake frame 55 was no longer retained; dropping metadata-only input
2026-08-16T14:11:39Z [warning] [ai.aura.local:wake] [audio] Wake frame 56 was no longer retained; dropping metadata-only input
2026-08-16T14:11:39Z [warning] [ai.aura.local:wake] [audio] Wake frame 57 was no longer retained; dropping metadata-only input
2026-08-16T14:11:39Z [warning] [ai.aura.local:wake] [audio] Wake frame 58 was no longer retained; dropping metadata-only input
2026-08-16T14:11:39Z [warning] [ai.aura.local:wake] [audio] Wake frame 59 was no longer retained; dropping metadata-only input
2026-08-16T14:11:39Z [warning] [ai.aura.local:wake] [audio] Wake frame 60 was no longer retained; dropping metadata-only input
2026-08-16T14:11:39Z [warning] [ai.aura.local:wake] [audio] Wake frame 61 was no longer retained; dropping metadata-only input
2026-08-16T14:11:39Z [warning] [ai.aura.local:wake] [audio] Wake frame 62 was no longer retained; dropping metadata-only input
2026-08-16T14:11:40Z [warning] [ai.aura.local:wake] [audio] Wake frame 63 was no longer retained; dropping metadata-only input
2026-08-16T14:11:40Z [warning] [ai.aura.local:wake] [audio] Wake frame 64 was no longer retained; dropping metadata-only input
2026-08-16T14:11:40Z [warning] [ai.aura.local:wake] [audio] Wake frame 65 was no longer retained; dropping metadata-only input
2026-08-16T14:11:40Z [warning] [ai.aura.local:wake] [audio] Wake frame 66 was no longer retained; dropping metadata-only input
2026-08-16T14:11:40Z [warning] [ai.aura.local:wake] [audio] Wake frame 67 was no longer retained; dropping metadata-only input
2026-08-16T14:11:40Z [warning] [ai.aura.local:wake] [audio] Wake frame 68 was no longer retained; dropping metadata-only input
2026-08-16T14:11:40Z [warning] [ai.aura.local:wake] [audio] Wake frame 69 was no longer retained; dropping metadata-only input
2026-08-16T14:11:40Z [warning] [ai.aura.local:wake] [audio] Wake frame 70 was no longer retained; dropping metadata-only input
2026-08-16T14:11:40Z [warning] [ai.aura.local:wake] [audio] Wake frame 71 was no longer retained; dropping metadata-only input
2026-08-16T14:11:40Z [warning] [ai.aura.local:wake] [audio] Wake frame 72 was no longer retained; dropping metadata-only input
2026-08-16T14:11:41Z [warning] [ai.aura.local:wake] [audio] Wake frame 73 was no longer retained; dropping metadata-only input
2026-08-16T14:11:41Z [warning] [ai.aura.local:wake] [audio] Wake frame 74 was no longer retained; dropping metadata-only input
2026-08-16T14:11:41Z [warning] [ai.aura.local:wake] [audio] Wake frame 75 was no longer retained; dropping metadata-only input
2026-08-16T14:11:41Z [warning] [ai.aura.local:wake] [audio] Wake frame 76 was no longer retained; dropping metadata-only input
2026-08-16T14:11:41Z [warning] [ai.aura.local:wake] [audio] Wake frame 77 was no longer retained; dropping metadata-only input
2026-08-16T14:11:41Z [warning] [ai.aura.local:wake] [audio] Wake frame 78 was no longer retained; dropping metadata-only input
2026-08-16T14:11:41Z [warning] [ai.aura.local:wake] [audio] Wake frame 79 was no longer retained; dropping metadata-only input
2026-08-16T14:11:41Z [warning] [ai.aura.local:wake] [audio] Wake frame 80 was no longer retained; dropping metadata-only input
2026-08-16T14:11:41Z [warning] [ai.aura.local:wake] [audio] Wake frame 81 was no longer retained; dropping metadata-only input
2026-08-16T14:11:41Z [warning] [ai.aura.local:wake] [audio] Wake frame 82 was no longer retained; dropping metadata-only input
2026-08-16T14:11:42Z [warning] [ai.aura.local:wake] [audio] Wake frame 83 was no longer retained; dropping metadata-only input
2026-08-16T14:11:42Z [warning] [ai.aura.local:wake] [audio] Wake frame 84 was no longer retained; dropping metadata-only input
2026-08-16T14:11:42Z [warning] [ai.aura.local:wake] [audio] Wake frame 85 was no longer retained; dropping metadata-only input
2026-08-16T14:11:42Z [warning] [ai.aura.local:wake] [audio] Wake frame 86 was no longer retained; dropping metadata-only input
2026-08-16T14:11:42Z [warning] [ai.aura.local:wake] [audio] Wake frame 87 was no longer retained; dropping metadata-only input
2026-08-16T14:11:42Z [warning] [ai.aura.local:wake] [audio] Wake frame 88 was no longer retained; dropping metadata-only input
2026-08-16T14:11:42Z [warning] [ai.aura.local:wake] [audio] Wake frame 89 was no longer retained; dropping metadata-only input
2026-08-16T14:11:42Z [warning] [ai.aura.local:wake] [audio] Wake frame 90 was no longer retained; dropping metadata-only input
2026-08-16T14:11:42Z [warning] [ai.aura.local:wake] [audio] Wake frame 91 was no longer retained; dropping metadata-only input
2026-08-16T14:11:42Z [warning] [ai.aura.local:wake] [audio] Wake frame 92 was no longer retained; dropping metadata-only input
2026-08-16T14:11:43Z [info] [AuraIntent:intent-engine] [0218DFDB-22AB-4B05-B0B5-6731B1A9797E intent] TEXT_DEMO structuredNLU proposal: dialogueAct=answer confidence=0.0 language=english
2026-08-16T14:11:43Z [warning] [ai.aura.local:wake] [audio] Wake frame 93 was no longer retained; dropping metadata-only input
2026-08-16T14:11:43Z [warning] [ai.aura.local:wake] [audio] Wake frame 94 was no longer retained; dropping metadata-only input
2026-08-16T14:11:43Z [warning] [ai.aura.local:wake] [audio] Wake frame 95 was no longer retained; dropping metadata-only input
2026-08-16T14:11:43Z [warning] [ai.aura.local:wake] [audio] Wake frame 96 was no longer retained; dropping metadata-only input
2026-08-16T14:11:43Z [warning] [ai.aura.local:wake] [audio] Wake frame 97 was no longer retained; dropping metadata-only input
2026-08-16T14:11:43Z [warning] [ai.aura.local:wake] [audio] Wake frame 98 was no longer retained; dropping metadata-only input
2026-08-16T14:11:43Z [warning] [ai.aura.local:wake] [audio] Wake frame 99 was no longer retained; dropping metadata-only input
2026-08-16T14:11:43Z [warning] [ai.aura.local:wake] [audio] Wake frame 100 was no longer retained; dropping metadata-only input
2026-08-16T14:11:43Z [warning] [ai.aura.local:wake] [audio] Wake frame 101 was no longer retained; dropping metadata-only input
2026-08-16T14:11:43Z [warning] [ai.aura.local:wake] [audio] Wake frame 102 was no longer retained; dropping metadata-only input
2026-08-16T14:11:44Z [warning] [ai.aura.local:wake] [audio] Wake frame 103 was no longer retained; dropping metadata-only input
2026-08-16T14:11:44Z [warning] [ai.aura.local:wake] [audio] Wake frame 104 was no longer retained; dropping metadata-only input
2026-08-16T14:11:44Z [warning] [ai.aura.local:wake] [audio] Wake frame 105 was no longer retained; dropping metadata-only input
2026-08-16T14:11:44Z [warning] [ai.aura.local:wake] [audio] Wake frame 106 was no longer retained; dropping metadata-only input
2026-08-16T14:11:44Z [warning] [ai.aura.local:wake] [audio] Wake frame 107 was no longer retained; dropping metadata-only input
2026-08-16T14:11:44Z [warning] [ai.aura.local:wake] [audio] Wake frame 108 was no longer retained; dropping metadata-only input
2026-08-16T14:11:44Z [warning] [ai.aura.local:wake] [audio] Wake frame 109 was no longer retained; dropping metadata-only input
2026-08-16T14:11:44Z [warning] [ai.aura.local:wake] [audio] Wake frame 110 was no longer retained; dropping metadata-only input
2026-08-16T14:11:44Z [warning] [ai.aura.local:wake] [audio] Wake frame 111 was no longer retained; dropping metadata-only input
2026-08-16T14:11:44Z [warning] [ai.aura.local:wake] [audio] Wake frame 112 was no longer retained; dropping metadata-only input
2026-08-16T14:11:45Z [warning] [ai.aura.local:wake] [audio] Wake frame 113 was no longer retained; dropping metadata-only input
2026-08-16T14:11:45Z [warning] [ai.aura.local:wake] [audio] Wake frame 114 was no longer retained; dropping metadata-only input
2026-08-16T14:11:45Z [warning] [ai.aura.local:wake] [audio] Wake frame 115 was no longer retained; dropping metadata-only input
2026-08-16T14:11:45Z [warning] [ai.aura.local:wake] [audio] Wake frame 116 was no longer retained; dropping metadata-only input
2026-08-16T14:11:45Z [warning] [ai.aura.local:wake] [audio] Wake frame 117 was no longer retained; dropping metadata-only input
2026-08-16T14:11:45Z [warning] [ai.aura.local:wake] [audio] Wake frame 118 was no longer retained; dropping metadata-only input
2026-08-16T14:11:45Z [warning] [ai.aura.local:wake] [audio] Wake frame 119 was no longer retained; dropping metadata-only input
2026-08-16T14:11:45Z [warning] [ai.aura.local:wake] [audio] Wake frame 120 was no longer retained; dropping metadata-only input
2026-08-16T14:11:45Z [warning] [ai.aura.local:wake] [audio] Wake frame 121 was no longer retained; dropping metadata-only input
2026-08-16T14:11:45Z [warning] [ai.aura.local:wake] [audio] Wake frame 122 was no longer retained; dropping metadata-only input
2026-08-16T14:11:46Z [warning] [ai.aura.local:wake] [audio] Wake frame 123 was no longer retained; dropping metadata-only input
2026-08-16T14:11:46Z [warning] [ai.aura.local:wake] [audio] Wake frame 124 was no longer retained; dropping metadata-only input
2026-08-16T14:11:46Z [warning] [ai.aura.local:wake] [audio] Wake frame 125 was no longer retained; dropping metadata-only input
2026-08-16T14:11:46Z [warning] [ai.aura.local:wake] [audio] Wake frame 126 was no longer retained; dropping metadata-only input
2026-08-16T14:11:46Z [warning] [ai.aura.local:wake] [audio] Wake frame 127 was no longer retained; dropping metadata-only input
2026-08-16T14:11:46Z [warning] [ai.aura.local:wake] [audio] Wake frame 128 was no longer retained; dropping metadata-only input
2026-08-16T14:11:46Z [warning] [ai.aura.local:wake] [audio] Wake frame 129 was no longer retained; dropping metadata-only input
2026-08-16T14:11:46Z [warning] [ai.aura.local:wake] [audio] Wake frame 130 was no longer retained; dropping metadata-only input
2026-08-16T14:11:46Z [warning] [ai.aura.local:wake] [audio] Wake frame 131 was no longer retained; dropping metadata-only input
2026-08-16T14:11:46Z [warning] [ai.aura.local:wake] [audio] Wake frame 132 was no longer retained; dropping metadata-only input
2026-08-16T14:11:47Z [warning] [ai.aura.local:wake] [audio] Wake frame 133 was no longer retained; dropping metadata-only input
2026-08-16T14:11:47Z [warning] [ai.aura.local:wake] [audio] Wake frame 134 was no longer retained; dropping metadata-only input
2026-08-16T14:11:47Z [warning] [ai.aura.local:wake] [audio] Wake frame 135 was no longer retained; dropping metadata-only input
2026-08-16T14:11:47Z [warning] [ai.aura.local:wake] [audio] Wake frame 136 was no longer retained; dropping metadata-only input
2026-08-16T14:11:47Z [warning] [ai.aura.local:wake] [audio] Wake frame 137 was no longer retained; dropping metadata-only input
2026-08-16T14:11:47Z [warning] [ai.aura.local:wake] [audio] Wake frame 138 was no longer retained; dropping metadata-only input
2026-08-16T14:11:47Z [warning] [ai.aura.local:wake] [audio] Wake frame 139 was no longer retained; dropping metadata-only input
2026-08-16T14:11:47Z [warning] [ai.aura.local:wake] [audio] Wake frame 140 was no longer retained; dropping metadata-only input
2026-08-16T14:11:47Z [warning] [ai.aura.local:wake] [audio] Wake frame 141 was no longer retained; dropping metadata-only input
2026-08-16T14:11:47Z [warning] [ai.aura.local:wake] [audio] Wake frame 142 was no longer retained; dropping metadata-only input
2026-08-16T14:11:48Z [warning] [ai.aura.local:wake] [audio] Wake frame 143 was no longer retained; dropping metadata-only input
2026-08-16T14:11:48Z [warning] [ai.aura.local:wake] [audio] Wake frame 144 was no longer retained; dropping metadata-only input
2026-08-16T14:11:48Z [warning] [ai.aura.local:wake] [audio] Wake frame 145 was no longer retained; dropping metadata-only input
2026-08-16T14:11:48Z [warning] [ai.aura.local:wake] [audio] Wake frame 146 was no longer retained; dropping metadata-only input
2026-08-16T14:11:48Z [warning] [ai.aura.local:wake] [audio] Wake frame 147 was no longer retained; dropping metadata-only input
2026-08-16T14:11:48Z [warning] [ai.aura.local:wake] [audio] Wake frame 148 was no longer retained; dropping metadata-only input
2026-08-16T14:11:48Z [warning] [ai.aura.local:wake] [audio] Wake frame 149 was no longer retained; dropping metadata-only input
2026-08-16T14:11:48Z [warning] [ai.aura.local:wake] [audio] Wake frame 150 was no longer retained; dropping metadata-only input
2026-08-16T14:11:48Z [warning] [ai.aura.local:wake] [audio] Wake frame 151 was no longer retained; dropping metadata-only input
2026-08-16T14:11:48Z [warning] [ai.aura.local:wake] [audio] Wake frame 152 was no longer retained; dropping metadata-only input
2026-08-16T14:11:49Z [warning] [ai.aura.local:wake] [audio] Wake frame 153 was no longer retained; dropping metadata-only input
2026-08-16T14:11:49Z [warning] [ai.aura.local:wake] [audio] Wake frame 154 was no longer retained; dropping metadata-only input
2026-08-16T14:11:49Z [warning] [ai.aura.local:wake] [audio] Wake frame 155 was no longer retained; dropping metadata-only input
2026-08-16T14:11:49Z [warning] [ai.aura.local:wake] [audio] Wake frame 156 was no longer retained; dropping metadata-only input
2026-08-16T14:11:49Z [warning] [ai.aura.local:wake] [audio] Wake frame 157 was no longer retained; dropping metadata-only input
2026-08-16T14:11:49Z [warning] [ai.aura.local:wake] [audio] Wake frame 158 was no longer retained; dropping metadata-only input
2026-08-16T14:11:49Z [warning] [ai.aura.local:wake] [audio] Wake frame 159 was no longer retained; dropping metadata-only input
2026-08-16T14:11:49Z [warning] [ai.aura.local:wake] [audio] Wake frame 160 was no longer retained; dropping metadata-only input
2026-08-16T14:11:49Z [warning] [ai.aura.local:wake] [audio] Wake frame 161 was no longer retained; dropping metadata-only input
2026-08-16T14:11:49Z [warning] [ai.aura.local:wake] [audio] Wake frame 162 was no longer retained; dropping metadata-only input
2026-08-16T14:11:50Z [warning] [ai.aura.local:wake] [audio] Wake frame 163 was no longer retained; dropping metadata-only input
2026-08-16T14:11:50Z [warning] [ai.aura.local:wake] [audio] Wake frame 164 was no longer retained; dropping metadata-only input
2026-08-16T14:11:50Z [warning] [ai.aura.local:wake] [audio] Wake frame 165 was no longer retained; dropping metadata-only input
2026-08-16T14:11:50Z [warning] [ai.aura.local:wake] [audio] Wake frame 166 was no longer retained; dropping metadata-only input
2026-08-16T14:11:50Z [warning] [ai.aura.local:wake] [audio] Wake frame 167 was no longer retained; dropping metadata-only input
2026-08-16T14:11:50Z [warning] [ai.aura.local:wake] [audio] Wake frame 168 was no longer retained; dropping metadata-only input
2026-08-16T14:11:50Z [warning] [ai.aura.local:wake] [audio] Wake frame 169 was no longer retained; dropping metadata-only input
2026-08-16T14:11:50Z [warning] [ai.aura.local:wake] [audio] Wake frame 170 was no longer retained; dropping metadata-only input
2026-08-16T14:11:50Z [warning] [ai.aura.local:wake] [audio] Wake frame 171 was no longer retained; dropping metadata-only input
2026-08-16T14:11:50Z [warning] [ai.aura.local:wake] [audio] Wake frame 172 was no longer retained; dropping metadata-only input
2026-08-16T14:11:51Z [warning] [ai.aura.local:wake] [audio] Wake frame 173 was no longer retained; dropping metadata-only input
2026-08-16T14:11:51Z [warning] [ai.aura.local:wake] [audio] Wake frame 174 was no longer retained; dropping metadata-only input
2026-08-16T14:11:51Z [warning] [ai.aura.local:wake] [audio] Wake frame 175 was no longer retained; dropping metadata-only input
2026-08-16T14:11:51Z [warning] [ai.aura.local:wake] [audio] Wake frame 176 was no longer retained; dropping metadata-only input
2026-08-16T14:11:51Z [warning] [ai.aura.local:wake] [audio] Wake frame 177 was no longer retained; dropping metadata-only input
2026-08-16T14:11:51Z [warning] [ai.aura.local:wake] [audio] Wake frame 178 was no longer retained; dropping metadata-only input
2026-08-16T14:11:51Z [warning] [ai.aura.local:wake] [audio] Wake frame 179 was no longer retained; dropping metadata-only input
2026-08-16T14:11:51Z [warning] [ai.aura.local:wake] [audio] Wake frame 180 was no longer retained; dropping metadata-only input
2026-08-16T14:11:51Z [warning] [ai.aura.local:wake] [audio] Wake frame 181 was no longer retained; dropping metadata-only input
2026-08-16T14:11:51Z [warning] [ai.aura.local:wake] [audio] Wake frame 182 was no longer retained; dropping metadata-only input
2026-08-16T14:11:52Z [warning] [ai.aura.local:wake] [audio] Wake frame 183 was no longer retained; dropping metadata-only input
2026-08-16T14:11:52Z [warning] [ai.aura.local:wake] [audio] Wake frame 184 was no longer retained; dropping metadata-only input
2026-08-16T14:11:52Z [warning] [ai.aura.local:wake] [audio] Wake frame 185 was no longer retained; dropping metadata-only input
2026-08-16T14:11:52Z [warning] [ai.aura.local:wake] [audio] Wake frame 186 was no longer retained; dropping metadata-only input
2026-08-16T14:11:52Z [warning] [ai.aura.local:wake] [audio] Wake frame 187 was no longer retained; dropping metadata-only input
2026-08-16T14:11:52Z [warning] [ai.aura.local:wake] [audio] Wake frame 188 was no longer retained; dropping metadata-only input
2026-08-16T14:11:52Z [warning] [ai.aura.local:wake] [audio] Wake frame 189 was no longer retained; dropping metadata-only input
2026-08-16T14:11:52Z [warning] [ai.aura.local:wake] [audio] Wake frame 190 was no longer retained; dropping metadata-only input
2026-08-16T14:11:52Z [warning] [ai.aura.local:wake] [audio] Wake frame 191 was no longer retained; dropping metadata-only input
2026-08-16T14:11:52Z [warning] [ai.aura.local:wake] [audio] Wake frame 192 was no longer retained; dropping metadata-only input
2026-08-16T14:11:53Z [warning] [ai.aura.local:wake] [audio] Wake frame 193 was no longer retained; dropping metadata-only input
2026-08-16T14:11:53Z [warning] [ai.aura.local:wake] [audio] Wake frame 194 was no longer retained; dropping metadata-only input
2026-08-16T14:11:53Z [warning] [ai.aura.local:wake] [audio] Wake frame 195 was no longer retained; dropping metadata-only input
2026-08-16T14:11:53Z [warning] [ai.aura.local:wake] [audio] Wake frame 196 was no longer retained; dropping metadata-only input
2026-08-16T14:11:53Z [warning] [ai.aura.local:wake] [audio] Wake frame 197 was no longer retained; dropping metadata-only input
2026-08-16T14:11:53Z [warning] [ai.aura.local:wake] [audio] Wake frame 198 was no longer retained; dropping metadata-only input
2026-08-16T14:11:53Z [warning] [ai.aura.local:wake] [audio] Wake frame 199 was no longer retained; dropping metadata-only input
2026-08-16T14:11:53Z [warning] [ai.aura.local:wake] [audio] Wake frame 200 was no longer retained; dropping metadata-only input
2026-08-16T14:11:53Z [warning] [ai.aura.local:wake] [audio] Wake frame 201 was no longer retained; dropping metadata-only input
2026-08-16T14:11:53Z [warning] [ai.aura.local:wake] [audio] Wake frame 202 was no longer retained; dropping metadata-only input
2026-08-16T14:11:54Z [warning] [ai.aura.local:wake] [audio] Wake frame 203 was no longer retained; dropping metadata-only input
2026-08-16T14:11:54Z [warning] [ai.aura.local:wake] [audio] Wake frame 204 was no longer retained; dropping metadata-only input
2026-08-16T14:11:54Z [warning] [ai.aura.local:wake] [audio] Wake frame 205 was no longer retained; dropping metadata-only input
2026-08-16T14:11:54Z [warning] [ai.aura.local:wake] [audio] Wake frame 206 was no longer retained; dropping metadata-only input
2026-08-16T14:11:54Z [warning] [ai.aura.local:wake] [audio] Wake frame 207 was no longer retained; dropping metadata-only input
2026-08-16T14:11:54Z [warning] [ai.aura.local:wake] [audio] Wake frame 208 was no longer retained; dropping metadata-only input
2026-08-16T14:11:54Z [warning] [ai.aura.local:wake] [audio] Wake frame 209 was no longer retained; dropping metadata-only input
2026-08-16T14:11:54Z [warning] [ai.aura.local:wake] [audio] Wake frame 210 was no longer retained; dropping metadata-only input
2026-08-16T14:11:54Z [warning] [ai.aura.local:wake] [audio] Wake frame 211 was no longer retained; dropping metadata-only input
2026-08-16T14:11:54Z [warning] [ai.aura.local:wake] [audio] Wake frame 212 was no longer retained; dropping metadata-only input
2026-08-16T14:11:55Z [warning] [ai.aura.local:wake] [audio] Wake frame 213 was no longer retained; dropping metadata-only input
2026-08-16T14:11:55Z [warning] [ai.aura.local:wake] [audio] Wake frame 214 was no longer retained; dropping metadata-only input
2026-08-16T14:11:55Z [warning] [ai.aura.local:wake] [audio] Wake frame 215 was no longer retained; dropping metadata-only input
2026-08-16T14:11:55Z [warning] [ai.aura.local:wake] [audio] Wake frame 216 was no longer retained; dropping metadata-only input
2026-08-16T14:11:55Z [warning] [ai.aura.local:wake] [audio] Wake frame 217 was no longer retained; dropping metadata-only input
2026-08-16T14:11:55Z [warning] [ai.aura.local:wake] [audio] Wake frame 218 was no longer retained; dropping metadata-only input
2026-08-16T14:11:55Z [warning] [ai.aura.local:wake] [audio] Wake frame 219 was no longer retained; dropping metadata-only input
2026-08-16T14:11:55Z [warning] [ai.aura.local:wake] [audio] Wake frame 220 was no longer retained; dropping metadata-only input
2026-08-16T14:11:55Z [warning] [ai.aura.local:wake] [audio] Wake frame 221 was no longer retained; dropping metadata-only input
2026-08-16T14:11:55Z [warning] [ai.aura.local:wake] [audio] Wake frame 222 was no longer retained; dropping metadata-only input
2026-08-16T14:11:56Z [warning] [ai.aura.local:wake] [audio] Wake frame 223 was no longer retained; dropping metadata-only input
2026-08-16T14:11:56Z [warning] [ai.aura.local:wake] [audio] Wake frame 224 was no longer retained; dropping metadata-only input
2026-08-16T14:11:56Z [warning] [ai.aura.local:wake] [audio] Wake frame 225 was no longer retained; dropping metadata-only input
2026-08-16T14:11:56Z [warning] [ai.aura.local:wake] [audio] Wake frame 226 was no longer retained; dropping metadata-only input
2026-08-16T14:11:56Z [warning] [ai.aura.local:wake] [audio] Wake frame 227 was no longer retained; dropping metadata-only input
